age_group,gender,country_image,fastest_finish_time_secs
40-44,F,USA,11211
40-44,F,ESP,11212
40-44,F,CHN,11212
40-44,F,SWE,11212
55-59,F,JPN,11213
50-54,F,CHN,11213
50-54,F,USA,11213
40-44,F,GBR,11215
40-44,F,JPN,11215
40-44,F,JPN,11215
45-49,F,CAN,11217
40-44,F,DEU,11217
40-44,F,ESP,11217
40-44,F,AUT,11218
40-44,F,USA,11222
40-44,F,BRA,11222
40-44,F,JPN,11222
45-49,F,MEX,11223
45-49,F,EST,11223
40-44,F,IRL,11223
55-59,F,GBR,11224
50-54,F,MNG,11224
45-49,F,USA,11225
40-44,F,IRL,11226
40-44,F,SVN,11226
50-54,F,IRL,11227
45-49,F,JPN,11227
40-44,F,NOR,11227
40-44,F,BRA,11227
40-44,F,USA,11228
55-59,F,JPN,11229
50-54,F,MEX,11230
40-44,F,USA,11231
40-44,F,UKR,11232
45-49,F,USA,11233
45-49,F,JPN,11235
40-44,F,CAN,11235
40-44,F,GBR,11236
40-44,F,HUN,11239
50-54,F,GBR,11240
40-44,F,GBR,11241
45-49,F,ESP,11242
50-54,F,CHN,11244
45-49,F,JPN,11244
45-49,F,GBR,11244
55-59,F,NOR,11245
40-44,F,ISR,11245
40-44,F,USA,11245
45-49,F,SRB,11246
45-49,F,USA,11246
45-49,F,AUS,11248
40-44,F,CAN,11248
40-44,F,JPN,11248
40-44,F,USA,11248
40-44,F,USA,11249
45-49,F,JPN,11250
45-49,F,CAN,11250
45-49,F,CHN,11250
40-44,F,JPN,11250
40-44,F,NLD,11250
40-44,F,JPN,11250
40-44,F,PRT,11250
55-59,F,,11251
50-54,F,FRA,11251
45-49,F,IRL,11251
40-44,F,CAN,11252
40-44,F,USA,11252
45-49,F,JPN,11253
45-49,F,HRV,11254
50-54,F,ZAF,11255
40-44,F,BRA,11255
40-44,F,ZAF,11255
40-44,F,GBR,11256
40-44,F,USA,11256
45-49,F,GBR,11257
45-49,F,JPN,11257
40-44,F,USA,11257
40-44,F,SWE,11258
50-54,F,NZL,11259
50-54,F,FRA,11260
45-49,F,CHN,11260
40-44,F,GBR,11260
40-44,F,CHN,11260
45-49,F,USA,11261
50-54,F,JPN,11261
40-44,F,USA,11262
40-44,F,USA,11262
45-49,F,USA,11263
45-49,F,CAN,11263
40-44,F,DEU,11263
40-44,F,USA,11263
55-59,F,JPN,11264
40-44,F,USA,11264
40-44,F,GBR,11265
50-54,F,JPN,11266
45-49,F,SWE,11267
45-49,F,ESP,11268
40-44,F,GBR,11268
40-44,F,JPN,11268
40-44,F,BRA,11270
40-44,F,BRA,11271
60-64,F,JPN,11272
40-44,F,USA,11272
40-44,F,MEX,11273
50-54,F,,11274
45-49,F,JPN,11274
40-44,F,,11274
55-59,F,CAN,11275
45-49,F,JPN,11275
55-59,F,USA,11276
60-64,F,FRA,11276
40-44,F,DEU,11276
45-49,F,USA,11277
40-44,F,USA,11277
40-44,F,ESP,11278
40-44,F,USA,11279
40-44,F,USA,11279
40-44,F,USA,11281
40-44,F,GBR,11282
45-49,F,GBR,11283
40-44,F,GTM,11283
40-44,F,KOR,11283
50-54,F,JPN,11284
40-44,F,,11284
40-44,F,GBR,11285
40-44,F,POL,11285
45-49,F,CHN,11286
50-54,F,USA,11286
40-44,F,JPN,11286
55-59,F,JPN,11288
40-44,F,USA,11288
50-54,F,HUN,11289
45-49,F,ITA,11289
45-49,F,JPN,11291
50-54,F,USA,11292
55-59,F,USA,11293
40-44,F,USA,11293
45-49,F,JPN,11294
50-54,F,MNG,11294
45-49,F,ZAF,11294
55-59,F,CHN,11295
40-44,F,USA,11295
40-44,F,CAN,11296
45-49,F,DEU,11298
50-54,F,JPN,11298
40-44,F,GBR,11298
40-44,F,USA,11298
40-44,F,BRA,11298
45-49,F,NOR,11300
50-54,F,GBR,11300
40-44,F,BRA,11300
40-44,F,AUS,11300
40-44,F,CAN,11301
45-49,F,IRL,11302
40-44,F,USA,11302
40-44,F,NLD,11302
50-54,F,JPN,11303
45-49,F,,11303
40-44,F,AUS,11303
50-54,F,GBR,11304
40-44,F,JPN,11304
40-44,F,ITA,11304
40-44,F,GBR,11304
40-44,F,DEU,11304
45-49,F,EST,11305
50-54,F,JPN,11305
50-54,F,JPN,11306
45-49,F,JPN,11307
40-44,F,,11307
40-44,F,USA,11307
40-44,F,NZL,11307
50-54,F,JPN,11308
45-49,F,SVK,11308
40-44,F,IR,11308
40-44,F,USA,11308
50-54,F,ITA,11309
40-44,F,USA,11309
40-44,F,GBR,11309
55-59,F,POL,11311
50-54,F,GBR,11311
40-44,F,BRA,11311
45-49,F,CHN,11312
40-44,F,CAN,11312
40-44,F,GBR,11312
45-49,F,FRA,11313
45-49,F,SWE,11313
45-49,F,CAN,11314
45-49,F,IRL,11314
45-49,F,TWN,11314
40-44,F,KEN,11314
45-49,F,CAN,11315
40-44,F,PAN,11315
40-44,F,MEX,11315
45-49,F,GBR,11316
45-49,F,IRL,11317
40-44,F,USA,11317
40-44,F,USA,11317
40-44,F,PER,11317
45-49,F,BGR,11318
45-49,F,MEX,11319
45-49,F,GBR,11319
50-54,F,JPN,11320
45-49,F,CHN,11320
40-44,F,KWT,11320
50-54,F,GBR,11321
40-44,F,IRL,11321
45-49,F,DEU,11322
40-44,F,USA,11322
40-44,F,USA,11322
40-44,F,USA,11322
45-49,F,NOR,11323
40-44,F,FRA,11323
40-44,F,GBR,11325
40-44,F,IRL,11325
40-44,F,USA,11325
45-49,F,CAN,11326
50-54,F,IRL,11326
45-49,F,GBR,11326
45-49,F,JPN,11326
40-44,F,TWN,11326
40-44,F,USA,11326
40-44,F,USA,11326
45-49,F,CHE,11327
45-49,F,USA,11327
45-49,F,USA,11328
40-44,F,USA,11328
55-59,F,JPN,11329
40-44,F,CHN,11329
40-44,F,ARG,11330
40-44,F,PRT,11330
55-59,F,JPN,11331
45-49,F,IRL,11331
40-44,F,IRL,11331
50-54,F,THA,11332
40-44,F,BRA,11332
55-59,F,AUS,11333
45-49,F,POL,11333
45-49,F,GBR,11334
50-54,F,BRA,11334
40-44,F,EST,11334
50-54,F,GBR,11335
45-49,F,IRL,11335
45-49,F,FIN,11335
40-44,F,USA,11335
40-44,F,JPN,11335
40-44,F,USA,11335
45-49,F,JPN,11336
50-54,F,JPN,11337
40-44,F,CAN,11337
40-44,F,BEL,11337
45-49,F,USA,11338
50-54,F,CAN,11338
45-49,F,JPN,11338
40-44,F,FRA,11338
40-44,F,GBR,11339
50-54,F,JPN,11340
50-54,F,JPN,11340
40-44,F,USA,11341
40-44,F,ARG,11341
40-44,F,LTU,11341
55-59,F,JPN,11342
50-54,F,CAN,11342
40-44,F,HKG,11342
45-49,F,AUT,11343
40-44,F,USA,11343
45-49,F,USA,11344
40-44,F,ITA,11344
45-49,F,ARG,11345
40-44,F,BRA,11345
45-49,F,CAN,11346
45-49,F,CHE,11347
45-49,F,CZE,11347
40-44,F,USA,11347
40-44,F,ARG,11347
40-44,F,FRA,11347
45-49,F,JPN,11348
40-44,F,GBR,11348
40-44,F,USA,11348
40-44,F,USA,11348
55-59,F,JPN,11349
45-49,F,GBR,11349
40-44,F,ROU,11349
40-44,F,JPN,11349
45-49,F,GBR,11350
40-44,F,ESP,11350
55-59,F,JPN,11351
45-49,F,CAN,11352
45-49,F,GBR,11354
40-44,F,AUS,11354
40-44,F,NOR,11355
45-49,F,ARG,11356
50-54,F,JPN,11356
40-44,F,USA,11356
45-49,F,FIN,11357
45-49,F,BRA,11357
40-44,F,GBR,11357
45-49,F,ITA,11358
45-49,F,IRL,11358
45-49,F,JPN,11358
45-49,F,ITA,11358
45-49,F,CHN,11359
50-54,F,HUN,11359
40-44,F,PRT,11359
40-44,F,USA,11360
40-44,F,USA,11360
40-44,F,JPN,11360
40-44,F,USA,11361
40-44,F,JPN,11361
40-44,F,USA,11362
45-49,F,IRL,11363
45-49,F,DEU,11363
45-49,F,BRA,11363
40-44,F,IRL,11364
40-44,F,USA,11364
45-49,F,GBR,11365
40-44,F,BRA,11366
45-49,F,BEL,11367
50-54,F,CAN,11367
50-54,F,IRL,11367
40-44,F,KEN,11367
40-44,F,DEU,11367
45-49,F,USA,11368
50-54,F,ZAF,11368
40-44,F,DNK,11368
45-49,F,ESP,11369
40-44,F,GBR,11369
45-49,F,ITA,11370
50-54,F,TWN,11370
50-54,F,NLD,11371
45-49,F,POL,11371
45-49,F,JPN,11372
50-54,F,ITA,11374
40-44,F,CAN,11375
40-44,F,IRL,11375
40-44,F,ESP,11375
45-49,F,JPN,11376
50-54,F,JPN,11376
40-44,F,MEX,11376
40-44,F,CAN,11377
40-44,F,USA,11377
45-49,F,CHE,11378
40-44,F,CHN,11378
45-49,F,CHE,11379
45-49,F,ZAF,11379
45-49,F,USA,11380
50-54,F,GBR,11381
45-49,F,JPN,11381
45-49,F,IRL,11382
40-44,F,AUT,11382
40-44,F,USA,11382
45-49,F,JPN,11383
40-44,F,CHE,11383
40-44,F,JPN,11383
45-49,F,GBR,11384
40-44,F,GBR,11384
40-44,F,JPN,11384
45-49,F,GBR,11385
45-49,F,GBR,11385
45-49,F,GBR,11385
40-44,F,FRA,11385
45-49,F,GBR,11386
40-44,F,JPN,11386
45-49,F,JPN,11387
40-44,F,AUS,11387
45-49,F,CAN,11388
50-54,F,USA,11389
50-54,F,ITA,11389
40-44,F,JPN,11390
40-44,F,GBR,11391
40-44,F,JPN,11391
40-44,F,USA,11392
40-44,F,DEU,11392
45-49,F,VEN,11393
40-44,F,USA,11393
45-49,F,GBR,11395
40-44,F,GBR,11396
45-49,F,JPN,11397
40-44,F,,11397
55-59,F,IRL,11398
55-59,F,JPN,11398
45-49,F,JPN,11398
50-54,F,JPN,11398
40-44,F,AUS,11398
45-49,F,JPN,11399
45-49,F,GBR,11399
40-44,F,MYS,11399
45-49,F,DNK,11400
45-49,F,CAN,11400
40-44,F,ZAF,11400
45-49,F,AUT,11401
45-49,F,CAN,11401
40-44,F,MEX,11402
45-49,F,JPN,11403
40-44,F,USA,11403
40-44,F,GBR,11404
40-44,F,JPN,11404
40-44,F,USA,11405
40-44,F,GBR,11405
45-49,F,HRV,11406
45-49,F,IRL,11406
40-44,F,EST,11406
45-49,F,USA,11407
40-44,F,CHN,11407
50-54,F,USA,11408
40-44,F,KEN,11408
45-49,F,SWE,11409
40-44,F,JPN,11409
55-59,F,USA,11411
45-49,F,GBR,11411
50-54,F,ESP,11412
45-49,F,ESP,11412
45-49,F,JPN,11412
40-44,F,DEU,11412
40-44,F,IRL,11412
55-59,F,JPN,11413
45-49,F,JPN,11413
40-44,F,USA,11413
40-44,F,CHN,11414
40-44,F,IRL,11417
65-69,F,JPN,11418
40-44,F,USA,11418
45-49,F,RUS,11419
45-49,F,CAN,11419
40-44,F,GBR,11419
40-44,F,JPN,11419
40-44,F,BRA,11420
40-44,F,USA,11421
40-44,F,BRA,11421
40-44,F,NZL,11421
45-49,F,VEN,11422
45-49,F,DEU,11422
50-54,F,JPN,11422
45-49,F,JPN,11422
40-44,F,JPN,11422
40-44,F,KAZ,11424
40-44,F,USA,11425
40-44,F,JPN,11425
40-44,F,JPN,11425
45-49,F,POL,11426
45-49,F,GBR,11427
45-49,F,ESP,11427
40-44,F,JPN,11427
45-49,F,ESP,11428
45-49,F,FRA,11428
55-59,F,JPN,11429
55-59,F,JPN,11429
40-44,F,AUS,11429
50-54,F,GBR,11430
40-44,F,IRL,11430
40-44,F,JPN,11430
40-44,F,USA,11430
40-44,F,SWE,11430
40-44,F,GBR,11430
45-49,F,USA,11431
50-54,F,USA,11431
40-44,F,USA,11432
45-49,F,ITA,11433
50-54,F,GBR,11433
45-49,F,NLD,11433
45-49,F,USA,11433
40-44,F,USA,11433
50-54,F,NOR,11434
50-54,F,CZE,11434
40-44,F,GBR,11434
40-44,F,CHN,11434
40-44,F,JPN,11434
40-44,F,USA,11434
50-54,F,CHN,11435
45-49,F,JPN,11435
50-54,F,JPN,11435
50-54,F,CAN,11435
50-54,F,ITA,11435
40-44,F,,11435
40-44,F,CAN,11435
50-54,F,JPN,11437
45-49,F,JPN,11438
40-44,F,USA,11438
40-44,F,USA,11439
40-44,F,LBN,11441
45-49,F,FRA,11442
40-44,F,ARM,11442
50-54,F,GBR,11443
60-64,F,ESP,11444
45-49,F,CAN,11445
45-49,F,USA,11445
45-49,F,HKG,11446
40-44,F,CHN,11446
40-44,F,CHE,11446
40-44,F,KEN,11447
40-44,F,USA,11447
45-49,F,GBR,11448
40-44,F,USA,11448
45-49,F,DEU,11449
40-44,F,USA,11449
40-44,F,FRA,11450
40-44,F,,11450
45-49,F,ESP,11451
45-49,F,USA,11451
45-49,F,CHN,11451
50-54,F,USA,11451
45-49,F,,11452
45-49,F,JPN,11452
40-44,F,USA,11452
40-44,F,SWE,11452
45-49,F,CAN,11453
40-44,F,BEL,11453
40-44,F,MEX,11453
40-44,F,DEU,11453
45-49,F,ESP,11454
50-54,F,JPN,11454
50-54,F,JPN,11454
40-44,F,ARG,11454
40-44,F,JPN,11455
40-44,F,CHE,11455
45-49,F,USA,11456
40-44,F,GBR,11457
40-44,F,HKG,11457
40-44,F,IRL,11458
50-54,F,ECU,11460
45-49,F,DEU,11460
40-44,F,USA,11460
40-44,F,VEN,11460
40-44,F,JPN,11461
40-44,F,USA,11461
40-44,F,HUN,11461
45-49,F,USA,11462
40-44,F,USA,11462
40-44,F,HRV,11462
55-59,F,IRL,11463
45-49,F,HKG,11463
50-54,F,JPN,11463
40-44,F,BRA,11463
40-44,F,MAC,11463
40-44,F,GBR,11463
50-54,F,IRL,11464
45-49,F,EST,11464
40-44,F,CAN,11464
40-44,F,USA,11464
40-44,F,MNE,11465
60-64,F,USA,11466
45-49,F,AUS,11466
40-44,F,VEN,11466
45-49,F,GBR,11467
45-49,F,CHN,11467
40-44,F,USA,11468
45-49,F,USA,11469
40-44,F,COL,11469
50-54,F,HKG,11470
40-44,F,USA,11470
40-44,F,JPN,11470
40-44,F,ESP,11471
40-44,F,FRA,11474
40-44,F,BRA,11474
40-44,F,ESP,11475
45-49,F,LVA,11476
45-49,F,CHE,11476
50-54,F,USA,11477
40-44,F,USA,11477
40-44,F,USA,11477
45-49,F,DEU,11478
40-44,F,,11478
45-49,F,CRI,11479
40-44,F,AUS,11479
40-44,F,ABW,11480
40-44,F,USA,11480
50-54,F,FRA,11481
45-49,F,JPN,11481
40-44,F,LVA,11481
50-54,F,CHN,11482
40-44,F,GBR,11482
40-44,F,USA,11482
45-49,F,CAN,11483
40-44,F,ESP,11483
60-64,F,JPN,11484
45-49,F,CHN,11484
45-49,F,ZAF,11484
40-44,F,GBR,11484
45-49,F,USA,11486
45-49,F,USA,11486
45-49,F,MKD,11486
45-49,F,JPN,11487
45-49,F,JPN,11488
45-49,F,USA,11488
45-49,F,USA,11488
45-49,F,GBR,11489
40-44,F,ZAF,11489
45-49,F,FRA,11490
40-44,F,USA,11490
40-44,F,JPN,11490
55-59,F,JPN,11491
45-49,F,BRA,11491
45-49,F,USA,11491
50-54,F,JPN,11491
45-49,F,USA,11491
50-54,F,PRY,11491
45-49,F,JPN,11491
50-54,F,ESP,11492
40-44,F,USA,11492
40-44,F,,11493
40-44,F,USA,11493
40-44,F,DEU,11493
40-44,F,USA,11493
45-49,F,GBR,11495
40-44,F,BRA,11495
45-49,F,GBR,11496
50-54,F,JPN,11496
45-49,F,ZAF,11496
40-44,F,USA,11496
45-49,F,NLD,11498
40-44,F,CHN,11498
40-44,F,GBR,11498
45-49,F,USA,11499
40-44,F,USA,11499
40-44,F,GBR,11499
40-44,F,CAN,11499
55-59,F,GBR,11500
50-54,F,JPN,11500
40-44,F,GBR,11500
40-44,F,USA,11500
40-44,F,BRA,11501
50-54,F,ESP,11502
40-44,F,SRB,11502
55-59,F,JPN,11503
45-49,F,NOR,11503
50-54,F,JPN,11503
45-49,F,JPN,11503
40-44,F,USA,11503
40-44,F,COL,11504
40-44,F,GBR,11505
40-44,F,IRL,11505
45-49,F,GBR,11506
45-49,F,CHN,11506
45-49,F,SVN,11506
40-44,F,USA,11506
40-44,F,USA,11506
45-49,F,NOR,11507
40-44,F,NOR,11507
40-44,F,POL,11507
45-49,F,LTU,11508
40-44,F,USA,11508
40-44,F,ITA,11508
40-44,F,ARG,11508
45-49,F,CHN,11509
50-54,F,JPN,11510
40-44,F,AUS,11510
45-49,F,ROU,11511
40-44,F,ROU,11511
50-54,F,ITA,11512
40-44,F,MYS,11512
40-44,F,HKG,11512
40-44,F,PER,11512
60-64,F,ITA,11513
45-49,F,USA,11513
40-44,F,TZA,11513
40-44,F,FRA,11514
40-44,F,CRI,11514
40-44,F,JPN,11514
45-49,F,JPN,11515
40-44,F,DEU,11515
40-44,F,GBR,11515
40-44,F,ITA,11516
40-44,F,CAN,11516
45-49,F,URY,11517
40-44,F,CHN,11517
40-44,F,CHN,11517
45-49,F,USA,11519
40-44,F,BRA,11519
40-44,F,GBR,11519
40-44,F,SWE,11519
45-49,F,BRA,11520
45-49,F,ITA,11520
40-44,F,CHN,11520
40-44,F,GBR,11520
40-44,F,USA,11520
50-54,F,ISL,11522
40-44,F,JPN,11522
40-44,F,USA,11523
40-44,F,JPN,11524
50-54,F,GBR,11525
50-54,F,IRL,11526
50-54,F,CHN,11526
45-49,F,GBR,11526
45-49,F,JPN,11526
40-44,F,JPN,11526
50-54,F,CHN,11527
40-44,F,USA,11527
40-44,F,USA,11527
40-44,F,USA,11527
45-49,F,USA,11528
40-44,F,ROU,11528
50-54,F,ISR,11529
40-44,F,CHN,11529
40-44,F,USA,11530
40-44,F,CHN,11531
40-44,F,NLD,11531
50-54,F,JPN,11532
45-49,F,JPN,11532
40-44,F,USA,11532
45-49,F,IND,11533
50-54,F,ITA,11533
40-44,F,POL,11533
45-49,F,MKD,11534
50-54,F,AUS,11534
40-44,F,GBR,11534
45-49,F,ESP,11535
45-49,F,JPN,11536
40-44,F,DEU,11536
40-44,F,USA,11537
55-59,F,GBR,11538
55-59,F,JPN,11538
45-49,F,CHN,11538
50-54,F,JPN,11538
45-49,F,ARG,11539
40-44,F,USA,11539
40-44,F,AUT,11540
55-59,F,JPN,11541
40-44,F,POL,11541
50-54,F,IRL,11542
45-49,F,MEX,11542
50-54,F,CHN,11542
45-49,F,JPN,11542
40-44,F,RUS,11542
40-44,F,USA,11542
55-59,F,JPN,11543
45-49,F,GBR,11543
40-44,F,CAN,11543
40-44,F,GBR,11543
40-44,F,,11544
45-49,F,USA,11545
45-49,F,IRL,11545
50-54,F,SWE,11545
40-44,F,JPN,11545
55-59,F,JPN,11546
50-54,F,ITA,11546
50-54,F,USA,11546
40-44,F,ZAF,11546
60-64,F,DNK,11547
45-49,F,JPN,11547
40-44,F,GBR,11547
40-44,F,CHN,11547
40-44,F,USA,11547
55-59,F,AUS,11549
50-54,F,DEU,11550
45-49,F,IRL,11551
40-44,F,ZAF,11551
45-49,F,USA,11552
40-44,F,MDA,11552
40-44,F,HRV,11552
40-44,F,IRL,11552
40-44,F,NOR,11552
55-59,F,ARG,11553
40-44,F,USA,11553
45-49,F,BRA,11554
50-54,F,GBR,11554
50-54,F,JPN,11554
40-44,F,CHE,11554
40-44,F,USA,11554
45-49,F,JPN,11555
45-49,F,LBN,11555
45-49,F,ARG,11555
45-49,F,SVN,11555
40-44,F,AUS,11555
40-44,F,USA,11555
40-44,F,BRA,11555
45-49,F,CAN,11556
45-49,F,JPN,11556
40-44,F,CHN,11556
40-44,F,KOR,11556
40-44,F,IRL,11556
40-44,F,BRA,11556
40-44,F,JPN,11556
40-44,F,CHN,11557
50-54,F,ZAF,11558
40-44,F,USA,11558
40-44,F,GBR,11558
45-49,F,,11559
40-44,F,SVK,11560
40-44,F,ARG,11560
40-44,F,GBR,11560
40-44,F,IRL,11560
50-54,F,FRA,11561
40-44,F,CAN,11561
45-49,F,CHN,11563
40-44,F,CHN,11563
40-44,F,USA,11563
40-44,F,BEL,11563
40-44,F,GBR,11564
40-44,F,CHN,11564
50-54,F,CHN,11565
50-54,F,JPN,11566
40-44,F,ARG,11566
40-44,F,IRL,11567
40-44,F,JPN,11567
40-44,F,MEX,11568
40-44,F,CAN,11568
45-49,F,DEU,11569
40-44,F,FRA,11571
45-49,F,JPN,11572
45-49,F,GBR,11573
45-49,F,FRA,11573
40-44,F,USA,11573
45-49,F,CHN,11574
45-49,F,CHN,11574
45-49,F,USA,11574
40-44,F,USA,11574
50-54,F,GBR,11575
45-49,F,CHN,11575
40-44,F,GBR,11575
45-49,F,CHN,11576
50-54,F,GBR,11576
50-54,F,JPN,11577
45-49,F,USA,11577
40-44,F,BRA,11577
40-44,F,DEU,11577
55-59,F,DEU,11578
45-49,F,USA,11578
40-44,F,SWE,11578
45-49,F,JPN,11579
40-44,F,NOR,11579
40-44,F,PRT,11579
50-54,F,ESP,11580
50-54,F,GBR,11581
50-54,F,JPN,11581
45-49,F,MEX,11581
40-44,F,,11581
40-44,F,USA,11581
55-59,F,GBR,11582
40-44,F,AUS,11582
40-44,F,USA,11582
40-44,F,MEX,11582
45-49,F,JPN,11583
45-49,F,USA,11583
40-44,F,USA,11584
45-49,F,JPN,11585
40-44,F,CHN,11585
40-44,F,GBR,11585
55-59,F,GBR,11586
45-49,F,USA,11586
45-49,F,CRI,11587
40-44,F,BRA,11587
45-49,F,ARG,11588
45-49,F,CAN,11588
45-49,F,BRA,11589
45-49,F,JPN,11589
45-49,F,USA,11589
40-44,F,CHN,11589
45-49,F,AUS,11590
50-54,F,JPN,11590
40-44,F,AUS,11590
40-44,F,POL,11591
40-44,F,CHN,11591
50-54,F,USA,11592
50-54,F,IRL,11592
40-44,F,CAN,11592
40-44,F,AUS,11592
40-44,F,VNM,11592
40-44,F,USA,11592
50-54,F,AUS,11594
45-49,F,GBR,11594
55-59,F,CAN,11595
45-49,F,USA,11595
45-49,F,CAN,11595
40-44,F,JPN,11595
45-49,F,FRA,11596
45-49,F,GBR,11596
45-49,F,JPN,11597
45-49,F,USA,11597
50-54,F,FRA,11598
40-44,F,USA,11598
40-44,F,USA,11598
60-64,F,JPN,11599
45-49,F,IRL,11599
40-44,F,NOR,11599
40-44,F,USA,11599
60-64,F,JPN,11600
45-49,F,USA,11600
45-49,F,GBR,11600
40-44,F,CHN,11600
45-49,F,GBR,11601
40-44,F,USA,11601
40-44,F,,11602
40-44,F,COL,11602
45-49,F,JPN,11603
40-44,F,USA,11603
50-54,F,CAN,11604
40-44,F,GBR,11604
40-44,F,USA,11605
40-44,F,USA,11605
45-49,F,AUS,11606
45-49,F,JPN,11606
45-49,F,IR,11607
40-44,F,MEX,11607
40-44,F,BEL,11607
40-44,F,USA,11607
60-64,F,PRT,11608
45-49,F,CHN,11608
45-49,F,JPN,11608
50-54,F,DEU,11609
50-54,F,CHN,11610
40-44,F,USA,11610
55-59,F,DEU,11611
40-44,F,GBR,11611
40-44,F,USA,11613
40-44,F,SVK,11613
40-44,F,CHE,11613
40-44,F,SVK,11614
40-44,F,USA,11614
45-49,F,GBR,11615
50-54,F,JPN,11615
40-44,F,USA,11615
40-44,F,JPN,11615
50-54,F,IRL,11616
45-49,F,IRL,11617
50-54,F,CHN,11617
45-49,F,USA,11617
40-44,F,,11617
40-44,F,JPN,11618
40-44,F,ESP,11618
50-54,F,CHN,11619
40-44,F,FRA,11619
45-49,F,GBR,11620
50-54,F,GBR,11620
40-44,F,USA,11620
40-44,F,SWE,11620
55-59,F,JPN,11621
40-44,F,IRL,11621
40-44,F,CAN,11621
40-44,F,IRL,11622
40-44,F,USA,11622
45-49,F,CHN,11623
40-44,F,USA,11623
40-44,F,GBR,11623
40-44,F,MEX,11623
40-44,F,ZAF,11623
45-49,F,USA,11624
45-49,F,CAN,11624
45-49,F,RUS,11624
45-49,F,GBR,11625
40-44,F,CHN,11625
40-44,F,USA,11625
40-44,F,CAN,11625
50-54,F,GBR,11626
40-44,F,USA,11626
40-44,F,JPN,11626
40-44,F,USA,11626
45-49,F,USA,11627
45-49,F,CHN,11627
45-49,F,MEX,11628
45-49,F,ESP,11628
50-54,F,BRA,11628
45-49,F,JPN,11628
40-44,F,USA,11628
50-54,F,IRL,11629
50-54,F,GBR,11629
45-49,F,CHN,11631
45-49,F,FRA,11631
40-44,F,GBR,11631
40-44,F,GBR,11631
45-49,F,GBR,11632
40-44,F,CHN,11632
45-49,F,USA,11633
50-54,F,ARG,11634
40-44,F,CAN,11634
40-44,F,CHN,11634
40-44,F,USA,11634
45-49,F,GBR,11635
40-44,F,JPN,11635
45-49,F,ISL,11636
40-44,F,GBR,11636
45-49,F,ITA,11637
45-49,F,JPN,11637
40-44,F,USA,11637
55-59,F,CAN,11638
40-44,F,IRL,11638
40-44,F,USA,11638
55-59,F,CHE,11639
45-49,F,FRA,11639
45-49,F,USA,11639
40-44,F,CHN,11639
40-44,F,BRA,11639
45-49,F,BOL,11640
50-54,F,ARG,11640
60-64,F,NLD,11641
50-54,F,,11641
45-49,F,IRL,11641
45-49,F,POL,11641
40-44,F,CAN,11641
40-44,F,USA,11641
45-49,F,JPN,11643
45-49,F,JPN,11643
45-49,F,CAN,11643
50-54,F,PRT,11643
45-49,F,GBR,11643
50-54,F,GBR,11644
50-54,F,JPN,11644
50-54,F,AUS,11644
45-49,F,CAN,11644
40-44,F,JPN,11644
40-44,F,LTU,11644
40-44,F,USA,11645
40-44,F,USA,11645
40-44,F,SWE,11645
40-44,F,JPN,11645
50-54,F,SVN,11646
45-49,F,DNK,11647
40-44,F,ARG,11647
40-44,F,USA,11647
40-44,F,AUS,11647
45-49,F,BRA,11648
45-49,F,JPN,11648
40-44,F,USA,11648
40-44,F,JPN,11648
45-49,F,DEU,11649
40-44,F,USA,11649
40-44,F,CHN,11650
45-49,F,CHN,11651
45-49,F,NLD,11651
45-49,F,USA,11651
40-44,F,CHN,11651
40-44,F,JPN,11651
40-44,F,USA,11651
40-44,F,JPN,11651
40-44,F,USA,11652
45-49,F,GTM,11653
45-49,F,GBR,11653
50-54,F,FRA,11653
40-44,F,GBR,11653
40-44,F,USA,11653
45-49,F,ITA,11654
40-44,F,USA,11654
40-44,F,USA,11654
40-44,F,URY,11654
55-59,F,DEU,11655
45-49,F,SWE,11655
45-49,F,JPN,11655
50-54,F,TWN,11655
40-44,F,GBR,11655
50-54,F,USA,11656
45-49,F,CAN,11656
40-44,F,USA,11656
40-44,F,ESP,11657
50-54,F,ITA,11658
40-44,F,TWN,11658
40-44,F,POL,11659
45-49,F,CHN,11660
45-49,F,NZL,11660
45-49,F,SWE,11660
40-44,F,ARG,11660
40-44,F,FRA,11660
40-44,F,USA,11660
40-44,F,COL,11660
45-49,F,KOR,11661
40-44,F,NZL,11661
45-49,F,ESP,11662
45-49,F,GBR,11662
45-49,F,GBR,11662
50-54,F,JPN,11662
40-44,F,CHN,11662
40-44,F,USA,11662
40-44,F,DEU,11663
45-49,F,USA,11664
45-49,F,USA,11664
40-44,F,CHE,11664
40-44,F,USA,11664
45-49,F,USA,11665
45-49,F,CHN,11665
50-54,F,JPN,11665
45-49,F,BRA,11665
40-44,F,FRA,11665
40-44,F,NLD,11665
40-44,F,USA,11665
40-44,F,ESP,11665
50-54,F,DEU,11666
60-64,F,DEU,11667
50-54,F,MEX,11667
50-54,F,GBR,11667
40-44,F,GBR,11667
40-44,F,USA,11667
40-44,F,GBR,11667
40-44,F,CAN,11667
50-54,F,JPN,11668
40-44,F,USA,11668
40-44,F,USA,11668
45-49,F,JPN,11669
40-44,F,USA,11669
40-44,F,SVN,11669
45-49,F,JPN,11670
50-54,F,JPN,11670
50-54,F,JPN,11670
40-44,F,MEX,11671
40-44,F,CHN,11671
45-49,F,GBR,11672
50-54,F,USA,11672
40-44,F,AUS,11672
45-49,F,GBR,11673
45-49,F,JPN,11673
55-59,F,NOR,11674
